qid,country_of_origin,country,located_in,part_of_culture,instance_of,heritage_status,label,instance_count,culture_count,heritage_count,has_instance,has_culture,has_heritage,has_golden_instance_qid,has_golden_culture_qid,has_golden_heritage_qid,unique_qid_count
Q41775,[],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,0
Q1345016,[],['Q183'],[],[],['Q378427'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q1382662,[],['Q33946'],[],[],"['Q3326717', 'Q968159']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q7207520,[],[],[],[],['Q201658'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q1510912,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q7207566,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q124484,[],['Q214'],['Q145002'],[],['Q868557'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,3
Q25582391,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q960648,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q7207910,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q4335,[],['Q16'],['Q1336'],[],"['Q123705', 'Q28203007']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,4
Q104866455,[],[],[],[],['Q28823'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q12013533,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q28453760,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q108383955,['Q17'],[],[],[],"['Q113671041', 'Q8274']",[],Cultural Representative,2,0,0,1,0,0,0,0,0,3
Q2180428,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q218998,[],[],[],[],"['Q2312410', 'Q107357104', 'Q47728']",[],Cultural Agnostic,3,0,0,1,0,0,1,0,0,3
Q1320111,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q18751,[],['Q222'],"['Q194381', 'Q189296', 'Q13037430']",[],['Q515'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,5
Q3268553,[],['Q145'],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q3430775,[],[],[],[],"['Q12737077', 'Q4164871']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q19772737,[],[],[],[],['Q4164871'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q7210294,[],[],[],[],"['Q201658', 'Q15961987']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q30970737,[],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,0
Q100274852,[],['Q212'],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q179805,[],[],[],[],['Q22811234'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q3709056,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q648198,[],[],[],[],['Q216353'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q7225605,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q1232302,[],[],[],[],['Q371174'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q1141466,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q335778,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q7225924,['Q36'],[],[],[],['Q80359036'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,2
Q1766836,[],[],[],[],"['Q188451', 'Q107357104']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,2
Q179465,[],[],[],[],"['Q188451', 'Q325944', 'Q862597', 'Q112613966']",[],Cultural Agnostic,4,0,0,1,0,0,1,0,0,4
Q3191950,[],[],[],[],['Q9174'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q1170422,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q2104072,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q7229002,['Q174193'],[],[],[],"['Q105543609', 'Q107357104', 'Q852161']",[],Cultural Representative,3,0,0,1,0,0,1,0,0,4
Q60723829,[],[],[],[],"['Q66715801', 'Q12737077']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q24875612,['Q17'],[],[],[],['Q8274'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,2
Q2668259,['Q43'],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q226085,[],['Q41'],[],[],['Q7278'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q25356,[],[],[],[],['Q16521'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q816741,[],[],[],[],['Q3305339'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q3244962,[],[],[],[],"['Q21114848', 'Q63981612']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q44782,[],[],[],[],['Q111972893'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q652812,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q854429,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q3399110,[],['Q142'],"['Q171689', 'Q210720']",[],"['Q82117', 'Q2221906']",[],Cultural Exclusive,2,0,0,1,0,0,0,0,0,5
Q528454,[],['Q29'],['Q1919648'],[],"['Q23413', 'Q4989906']",['Q23712'],Cultural Exclusive,2,0,1,1,0,1,1,0,0,5
Q613928,[],[],[],[],['Q3305213'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,1
Q732821,[],['Q38'],['Q2634'],[],['Q3305213'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,3
Q729194,['Q29'],[],[],[],['Q3305213'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,2
Q3399518,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q2724951,[],[],[],[],['Q13418847'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q9646025,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q2587924,[],[],[],['Q66049360'],"['Q4164871', 'Q107120393']",[],Cultural Exclusive,2,1,0,1,1,0,0,1,0,3
Q7232988,[],[],[],[],['Q3516833'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q2105776,[],[],[],[],"['Q188451', 'Q7777573']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,2
Q30327019,[],[],[],[],['Q32880'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q267932,[],[],[],[],['Q2915955'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q2106220,[],[],[],[],"['Q63982911', 'Q126286955']",[],Cultural Agnostic,2,0,0,1,0,0,0,0,0,2
Q1967635,[],[],[],[],"['Q32880', 'Q151885']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,2
Q2106021,[],[],[],[],"['Q1370860', 'Q7777573']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,2
Q673769,[],[],[],[],['Q107357104'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q7234384,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q7234396,[],[],[],[],['Q201658'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q2383238,[],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,0
Q2106972,[],['Q30'],[],[],"['Q4830453', 'Q200764', 'Q42414514']",[],Cultural Exclusive,3,0,0,1,0,0,1,0,0,4
Q657579,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q7236226,[],[],[],[],['Q3516833'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q7237064,[],['Q96'],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q515692,['Q96'],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,1
Q126692,[],[],[],[],"['Q7257', 'Q12765852']",[],Cultural Representative,2,0,0,1,0,0,0,0,0,2
Q162401,[],[],[],[],['Q13418847'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q478482,[],['Q29'],"['Q95010', 'Q1611504']",[],"['Q35509', 'Q11269813', 'Q4989906', 'Q839954', 'Q1298668']",[],Cultural Exclusive,5,0,0,1,0,0,0,0,0,8
Q7238043,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q107284488,[],[],[],[],['Q45594'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q7238401,[],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,0
Q105274258,[],[],[],[],['Q11460'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q2108049,[],[],[],[],['Q107357104'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q1496857,[],[],[],[],['Q110169000'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q831541,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q2028474,[],[],[],[],['Q55983715'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q1345079,[],[],[],[],['Q22687823'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q1285463,[],['Q142'],[],[],"['Q1230759', 'Q12737077', 'Q4189293']",[],Cultural Exclusive,3,0,0,1,0,0,1,0,0,4
Q371909,[],[],[],[],"['Q4189293', 'Q28640']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,2
Q748149,[],['Q148'],[],[],['Q28872924'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q1362894,[],[],[],[],['Q110401222'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q85794348,[],[],[],[],['Q571'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q9062375,[],['Q29'],[],[],['Q618779'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q9062280,[],['Q29'],[],[],['Q618779'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q772801,['Q155'],[],[],[],['Q378427'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q10277408,[],['Q29'],[],[],['Q378427'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q15618993,[],['Q79'],[],[],"['Q294414', 'Q248577', 'Q48352', 'Q2285706']",[],Cultural Exclusive,4,0,0,1,0,0,1,0,0,5
Q17000892,[],[],[],[],['Q4164871'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q579677,[],['Q212'],[],[],['Q17279032'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q473371,[],['Q222'],"['Q13037436', 'Q201073', 'Q229892']",[],"['Q811979', 'Q2065736', 'Q1081138']",['Q30232537'],Cultural Exclusive,3,0,1,1,0,1,0,0,0,8
Q7241523,[],[],[],[],"['Q4164871', 'Q15995642']",[],Cultural Exclusive,2,0,0,1,0,0,0,0,0,2
Q73414,[],"['Q222', 'Q41', 'Q221']",[],[],['Q2221906'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,4
Q845929,[],[],[],[],['Q3320743'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q67412,[],['Q39'],['Q65963837'],[],"['Q685309', 'Q123705']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,4
Q7242872,[],['Q30'],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q523058,[],['Q186096'],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q1422929,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q16967732,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q2511385,[],['Q210551'],[],[],"['Q7188', 'Q124734', 'Q239463']",[],Cultural Exclusive,3,0,0,1,0,0,0,0,0,4
Q214704,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q3403391,[],[],[],[],['Q3320743'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q7245049,[],[],[],[],"['Q4164871', 'Q71186602']",[],Cultural Agnostic,2,0,0,1,0,0,0,0,0,2
Q16933701,[],['Q30'],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q445396,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q1497870,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q1999831,[],[],[],[],"['Q11862829', 'Q1047113', 'Q2267705', 'Q96251375']",[],Cultural Agnostic,4,0,0,1,0,0,1,0,0,4
Q614316,[],[],[],[],['Q63982911'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q16878951,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q1661652,[],[],[],[],['Q334166'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q1320436,[],['Q142'],[],[],['Q378427'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q18945,[],['Q142'],[],[],['Q378427'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q478826,[],['Q142'],[],[],['Q378427'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q58352,[],['Q142'],[],[],['Q378427'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q545851,[],['Q155'],[],[],"['Q968159', 'Q1792644']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,3
Q3922436,[],['Q172579'],[],[],"['Q1572600', 'Q13418847']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q779851,[],[],[],[],['Q13418847'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q2262540,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q7247725,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q11396960,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q2962070,[],[],[],[],"['Q4220920', 'Q28640']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q27503001,[],[],[],[],['Q28640'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q2154914,[],[],[],[],['Q1826286'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q169225,[],['Q41'],[],[],['Q7278'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q4282,[],['Q29'],[],[],['Q7278'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q22673,[],['Q30'],[],[],"['Q212805', 'Q15633582', 'Q2085381', 'Q35127']",[],Cultural Agnostic,4,0,0,1,0,0,0,0,0,5
Q50728,[],['Q183'],['Q3038'],[],['Q811979'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,3
Q3438407,[],[],[],[],['Q2221906'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q7249587,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q787113,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q767083,[],['Q207272'],[],[],['Q1156854'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q1193763,[],[],[],[],['Q28640'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q1935609,[],[],[],[],['Q201658'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q15811035,[],[],[],[],['Q28640'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q1436115,[],[],[],[],['Q223393'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q1161145,[],[],[],[],"['Q223393', 'Q89522629']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q322742,[],[],[],[],['Q7748'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q473972,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q56292614,[],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,0
Q83116,[],['Q31'],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q15129,[],['Q38'],['Q1447'],[],"['Q15089', 'Q2085381']",[],Cultural Exclusive,2,0,0,1,0,0,0,0,0,4
Q450799,[],['Q31573'],[],[],['Q7188'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q2528166,[],"['Q159', 'Q1606043']",[],[],['Q7188'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,3
Q1456178,[],[],[],[],['Q201658'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q860581,[],['Q183'],['Q158893'],[],"['Q166118', 'Q7075']",[],Cultural Exclusive,2,0,0,1,0,0,0,0,0,4
Q7255479,[],[],[],[],['Q151885'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q7256286,[],[],[],[],['Q201658'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q7257244,[],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,0
Q294422,[],[],[],[],['Q811102'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q7257753,[],[],[],[],['Q28640'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q18345563,[],[],[],[],"['Q11862829', 'Q1756157']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q207892,[],[],[],[],"['Q1756157', 'Q11862829', 'Q63718619']",[],Cultural Agnostic,3,0,0,1,0,0,1,0,0,3
Q449962,[],[],[],[],['Q7748'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q17143572,[],[],[],[],['Q22811234'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q546113,[],[],[],[],"['Q151885', 'Q96251375', 'Q11862829']",[],Cultural Agnostic,3,0,0,1,0,0,1,0,0,3
Q326345,[],['Q41'],[],[],"['Q4830453', 'Q327333', 'Q270791', 'Q891723']",[],Cultural Exclusive,4,0,0,1,0,0,1,0,0,5
Q11775750,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q813966,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q2633627,['Q29'],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,1
Q9053,[],[],[],[],['Q19861951'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q130304,[],['Q739'],['Q268729'],[],"['Q2221906', 'Q486972', 'Q2555896', 'Q1200957']",[],Cultural Exclusive,4,0,0,1,0,0,0,0,0,6
Q85794996,[],[],[],[],['Q63241860'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,1
Q7259111,[],['Q664'],[],[],['Q11396960'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q4113,[],['Q183'],['Q6292'],[],"['Q54935786', 'Q42744322', 'Q515']",[],Cultural Exclusive,3,0,0,1,0,0,1,0,0,5
Q833633,[],['Q30'],[],[],"['Q38033430', 'Q378427']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,3
Q18345710,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q837207,['Q183'],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,1
Q2250832,[],[],[],[],"['Q21190845', 'Q7777573', 'Q110013395']",[],Cultural Representative,3,0,0,1,0,0,1,0,0,3
Q3350794,[],[],[],[],"['Q2221906', 'Q3024240']",[],Cultural Exclusive,2,0,0,1,0,0,0,0,0,2
Q18639277,[],[],[],[],['Q349'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q2217284,[],[],[],[],['Q28640'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q2118696,[],[],[],[],['Q3516833'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q588750,[],[],[],[],"['Q7777573', 'Q3516833']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q13113395,[],[],[],[],['Q189819'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q1297565,[],['Q142'],['Q1152'],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,2
Q6547537,[],[],[],[],['Q11460'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q31204,[],['Q33'],['Q1757'],[],"['Q56242215', 'Q16970', 'Q41176']","['Q60986091', 'Q97012076']",Cultural Exclusive,3,0,2,1,0,1,0,0,0,7
Q7315,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q146281,[],[],[],[],['Q16521'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q217629,['Q145'],['Q145'],[],[],"['Q41298', 'Q1824338']",[],Cultural Representative,2,0,0,1,0,0,0,0,0,3
Q14063,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q37083,[],[],[],[],['Q16521'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q511692,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q57759,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q17014705,[],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,0
Q65173787,[],['Q265'],[],[],['Q289'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q7267789,[],[],[],[],"['Q4263830', 'Q223393']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,2
Q106617043,[],[],[],[],['Q3172759'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q3111841,[],['Q219060'],[],[],"['Q116148974', 'Q7188']",[],Cultural Exclusive,2,0,0,1,0,0,0,0,0,3
Q9061582,[],[],[],[],['Q96251375'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q5571369,[],['Q38'],[],[],['Q15617994'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q3394564,[],['Q32'],[],[],['Q2695008'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q823101,[],['Q148'],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,1
Q3413969,['Q96'],[],[],[],"['Q188451', 'Q107357104']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q7270900,[],['Q408'],['Q34932'],[],"['Q207694', 'Q11396960']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,4
Q7270981,[],['Q408'],[],[],['Q378427'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q526878,[],[],[],[],['Q107357104'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q15455610,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q3772,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q865325,['Q96'],[],[],[],"['Q746549', 'Q69393237']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,3
Q7272548,[],[],[],[],['Q5322166'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,1
Q1779357,[],['Q30'],[],[],"['Q1775834', 'Q895526']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,3
Q2971871,[],['Q31'],[],[],"['Q12973014', 'Q20074337']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,3
Q15620963,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q3415889,['Q30'],['Q30'],[],[],"['Q15416', 'Q11396960', 'Q210167']",[],Cultural Agnostic,3,0,0,1,0,0,0,0,0,4
Q15130677,[],[],[],[],['Q371174'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q2125170,[],[],[],[],['Q201658'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q275346,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q240502,[],[],[],[],['Q28829877'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q2125335,['Q36'],[],[],[],['Q2095'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q7280316,[],[],[],[],['Q206615'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q7280470,[],[],[],[],"['Q4167410', 'Q2915955', 'Q12909644']",[],Cultural Agnostic,3,0,0,1,0,0,1,0,0,3
Q44190,['Q145'],[],[],[],['Q215380'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q3543920,[],['Q17'],[],[],['Q1107679'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q2126732,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q7282803,[],[],[],[],['Q16743958'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,1
Q1775570,[],['Q20'],['Q6459'],[],"['Q23397', 'Q2221906']",[],Cultural Exclusive,2,0,0,1,0,0,0,0,0,4
Q15621011,[],[],[],[],['Q28640'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q2234623,[],[],[],[],"['Q334166', 'Q7406919']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q3565868,[],[],[],[],"['Q268592', 'Q334166', 'Q8187769']",[],Cultural Agnostic,3,0,0,1,0,0,1,0,0,3
Q249556,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q55488,[],[],[],[],['Q11668217'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q3070178,[],['Q145'],[],[],['Q220505'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q62574,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q3299128,[],['Q16'],[],[],"['Q10689397', 'Q1107679', 'Q891723', 'Q11396960']",[],Cultural Representative,4,0,0,1,0,0,1,0,0,5
Q477738,[],[],[],[],['Q107357104'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q60741394,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q2128768,[],['Q668'],[],[],"['Q1826286', 'Q9089']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,3
Q478062,[],['Q145'],[],[],['Q18127'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q66691,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q207947,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q123740152,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q1363009,[],[],[],[],['Q811906'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q744182,[],['Q30'],[],[],['Q2085381'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,2
Q7291983,[],[],[],[],['Q104624828'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q6100344,[],[],[],[],['Q16521'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q2252262,[],[],[],[],"['Q66715801', 'Q12737077']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
