qid,country_of_origin,country,located_in,part_of_culture,instance_of,heritage_status
Q85794348,[],[],[],[],['q571'],[]
Q9062375,[],['q29'],[],[],['q618779'],[]
Q9062280,[],['q29'],[],[],['q618779'],[]
Q772801,['q155'],[],[],[],['q378427'],[]
Q10277408,[],['q29'],[],[],['q378427'],[]
Q15618993,[],['q79'],[],[],"['q294414', 'q248577', 'q48352', 'q2285706']",[]
Q17000892,[],[],[],[],['q4164871'],[]
Q579677,[],['q212'],[],[],['q17279032'],[]
Q473371,[],['q222'],"['q13037436', 'q201073', 'q229892']",[],"['q811979', 'q2065736', 'q1081138']",['q30232537']
Q7241523,[],[],[],[],"['q4164871', 'q15995642']",[]
Q73414,[],"['q222', 'q41', 'q221']",[],[],['q2221906'],[]
Q845929,[],[],[],[],['q3320743'],[]
Q67412,[],['q39'],['q65963837'],[],"['q685309', 'q123705']",[]
Q7242872,[],['q30'],[],[],[],[]
Q523058,[],['q186096'],[],[],[],[]
Q1422929,[],[],[],[],[],[]
Q16967732,[],[],[],[],[],[]
Q2511385,[],['q210551'],[],[],"['q7188', 'q124734', 'q239463']",[]
Q214704,[],[],[],[],['q5'],[]
Q3403391,[],[],[],[],['q3320743'],[]
Q7245049,[],[],[],[],"['q4164871', 'q71186602']",[]
Q16933701,[],['q30'],[],[],[],[]
Q445396,[],[],[],[],[],[]
Q1497870,[],[],[],[],[],[]
Q1999831,[],[],[],[],"['q11862829', 'q1047113', 'q2267705', 'q96251375']",[]
Q614316,[],[],[],[],['q63982911'],[]
Q16878951,[],[],[],[],[],[]
Q1661652,[],[],[],[],['q334166'],[]
Q1320436,[],['q142'],[],[],['q378427'],[]
Q18945,[],['q142'],[],[],['q378427'],[]
Q478826,[],['q142'],[],[],['q378427'],[]
Q58352,[],['q142'],[],[],['q378427'],[]
Q545851,[],['q155'],[],[],"['q968159', 'q1792644']",[]
Q3922436,[],['q172579'],[],[],"['q1572600', 'q13418847']",[]
Q779851,[],[],[],[],['q13418847'],[]
Q2262540,[],[],[],[],['q5'],[]
Q7247725,[],[],[],[],[],[]
Q11396960,[],[],[],[],[],[]
Q2962070,[],[],[],[],"['q4220920', 'q28640']",[]
Q27503001,[],[],[],[],['q28640'],[]
Q2154914,[],[],[],[],['q1826286'],[]
Q169225,[],['q41'],[],[],['q7278'],[]
Q4282,[],['q29'],[],[],['q7278'],[]
Q22673,[],['q30'],[],[],"['q212805', 'q15633582', 'q2085381', 'q35127']",[]
Q50728,[],['q183'],['q3038'],[],['q811979'],[]
Q3438407,[],[],[],[],['q2221906'],[]
Q7249587,[],[],[],[],[],[]
Q787113,[],[],[],[],[],[]
Q767083,[],['q207272'],[],[],['q1156854'],[]
Q1193763,[],[],[],[],['q28640'],[]
Q1935609,[],[],[],[],['q201658'],[]
Q15811035,[],[],[],[],['q28640'],[]
Q1436115,[],[],[],[],['q223393'],[]
Q1161145,[],[],[],[],"['q223393', 'q89522629']",[]
Q322742,[],[],[],[],['q7748'],[]
Q473972,[],[],[],[],[],[]
Q56292614,[],[],[],[],[],[]
Q83116,[],['q31'],[],[],[],[]
Q15129,[],['q38'],['q1447'],[],"['q15089', 'q2085381']",[]
Q450799,[],['q31573'],[],[],['q7188'],[]
Q2528166,[],"['q159', 'q1606043']",[],[],['q7188'],[]
Q1456178,[],[],[],[],['q201658'],[]
Q860581,[],['q183'],['q158893'],[],"['q166118', 'q7075']",[]
Q7255479,[],[],[],[],['q151885'],[]
Q7256286,[],[],[],[],['q201658'],[]
Q7257244,[],[],[],[],[],[]
Q294422,[],[],[],[],['q811102'],[]
Q7257753,[],[],[],[],['q28640'],[]
Q18345563,[],[],[],[],"['q11862829', 'q1756157']",[]
Q207892,[],[],[],[],"['q1756157', 'q11862829', 'q63718619']",[]
Q449962,[],[],[],[],['q7748'],[]
Q17143572,[],[],[],[],['q22811234'],[]
Q546113,[],[],[],[],"['q151885', 'q96251375', 'q11862829']",[]
Q326345,[],['q41'],[],[],"['q4830453', 'q327333', 'q270791', 'q891723']",[]
Q11775750,[],[],[],[],[],[]
Q813966,[],[],[],[],[],[]
Q2633627,['q29'],[],[],[],[],[]
Q9053,[],[],[],[],['q19861951'],[]
Q130304,[],['q739'],['q268729'],[],"['q2221906', 'q486972', 'q2555896', 'q1200957']",[]
Q85794996,[],[],[],[],['q63241860'],[]
Q7259111,[],['q664'],[],[],['q11396960'],[]
Q4113,[],['q183'],['q6292'],[],"['q54935786', 'q42744322', 'q515']",[]
Q833633,[],['q30'],[],[],"['q38033430', 'q378427']",[]
Q18345710,[],[],[],[],[],[]
Q837207,['q183'],[],[],[],[],[]
Q2250832,[],[],[],[],"['q21190845', 'q7777573', 'q110013395']",[]
Q3350794,[],[],[],[],"['q2221906', 'q3024240']",[]
Q18639277,[],[],[],[],['q349'],[]
Q2217284,[],[],[],[],['q28640'],[]
Q2118696,[],[],[],[],['q3516833'],[]
Q588750,[],[],[],[],"['q7777573', 'q3516833']",[]
Q13113395,[],[],[],[],['q189819'],[]
Q1297565,[],['q142'],['q1152'],[],[],[]
Q6547537,[],[],[],[],['q11460'],[]
Q31204,[],['q33'],['q1757'],[],"['q56242215', 'q16970', 'q41176']","['q60986091', 'q97012076']"
Q7315,[],[],[],[],['q5'],[]
Q146281,[],[],[],[],['q16521'],[]
Q217629,['q145'],['q145'],[],[],"['q41298', 'q1824338']",[]
Q14063,[],[],[],[],['q5'],[]
Q37083,[],[],[],[],['q16521'],[]
Q511692,[],[],[],[],['q5'],[]
Q57759,[],[],[],[],['q5'],[]
Q17014705,[],[],[],[],[],[]
Q65173787,[],['q265'],[],[],['q289'],[]
Q7267789,[],[],[],[],"['q4263830', 'q223393']",[]
Q106617043,[],[],[],[],['q3172759'],[]
Q3111841,[],['q219060'],[],[],"['q116148974', 'q7188']",[]
Q9061582,[],[],[],[],['q96251375'],[]
Q5571369,[],['q38'],[],[],['q15617994'],[]
Q3394564,[],['q32'],[],[],['q2695008'],[]
Q823101,[],['q148'],[],[],[],[]
Q3413969,['q96'],[],[],[],"['q188451', 'q107357104']",[]
Q7270900,[],['q408'],['q34932'],[],"['q207694', 'q11396960']",[]
Q7270981,[],['q408'],[],[],['q378427'],[]
Q526878,[],[],[],[],['q107357104'],[]
Q15455610,[],[],[],[],[],[]
Q3772,[],[],[],[],['q5'],[]
Q865325,['q96'],[],[],[],"['q746549', 'q69393237']",[]
Q7272548,[],[],[],[],['q5322166'],[]
Q1779357,[],['q30'],[],[],"['q1775834', 'q895526']",[]
Q2971871,[],['q31'],[],[],"['q12973014', 'q20074337']",[]
Q15620963,[],[],[],[],[],[]
Q3415889,['q30'],['q30'],[],[],"['q15416', 'q11396960', 'q210167']",[]
Q15130677,[],[],[],[],['q371174'],[]
Q2125170,[],[],[],[],['q201658'],[]
Q275346,[],[],[],[],['q5'],[]
Q240502,[],[],[],[],['q28829877'],[]
Q2125335,['q36'],[],[],[],['q2095'],[]
Q7280316,[],[],[],[],['q206615'],[]
Q7280470,[],[],[],[],"['q4167410', 'q2915955', 'q12909644']",[]
Q44190,['q145'],[],[],[],['q215380'],[]
Q3543920,[],['q17'],[],[],['q1107679'],[]
Q2126732,[],[],[],[],[],[]
Q7282803,[],[],[],[],['q16743958'],[]
Q1775570,[],['q20'],['q6459'],[],"['q23397', 'q2221906']",[]
Q15621011,[],[],[],[],['q28640'],[]
Q2234623,[],[],[],[],"['q334166', 'q7406919']",[]
Q3565868,[],[],[],[],"['q268592', 'q334166', 'q8187769']",[]
Q249556,[],[],[],[],[],[]
Q55488,[],[],[],[],['q11668217'],[]
Q3070178,[],['q145'],[],[],['q220505'],[]
Q62574,[],[],[],[],['q5'],[]
Q3299128,[],['q16'],[],[],"['q10689397', 'q1107679', 'q891723', 'q11396960']",[]
Q477738,[],[],[],[],['q107357104'],[]
Q60741394,[],[],[],[],[],[]
Q2128768,[],['q668'],[],[],"['q1826286', 'q9089']",[]
Q478062,[],['q145'],[],[],['q18127'],[]
Q66691,[],[],[],[],['q5'],[]
Q207947,[],[],[],[],['q5'],[]
Q123740152,[],[],[],[],[],[]
Q1363009,[],[],[],[],['q811906'],[]
Q744182,[],['q30'],[],[],['q2085381'],[]
Q7291983,[],[],[],[],['q104624828'],[]
Q6100344,[],[],[],[],['q16521'],[]
Q2252262,[],[],[],[],"['q66715801', 'q12737077']",[]
Q6010,['q30'],[],[],[],"['q112613966', 'q188451', 'q968159']",[]
Q1756718,[],[],[],[],['q32880'],[]
Q16537,[],['q39'],['q11922'],[],['q8502'],[]
Q697136,[],['q183'],[],[],"['q167270', 'q2085381', 'q1320047', 'q4830453', 'q6881511', 'q3579158']",[]
Q7298434,[],[],[],[],['q5'],[]
Q282588,[],[],[],[],['q5'],[]
Q3421539,[],['q145'],[],[],"['q18127', 'q11396960']",[]
Q27973,[],[],[],[],[],[]
Q498261,[],['q29'],['q8717'],[],"['q613611', 'q16560', 'q2466889', 'q173387', 'q4989906', 'q613611']","['q23712', 'q43113623', 'q23712']"
Q7301269,[],[],[],[],['q201658'],[]
Q31971,['q30'],[],[],[],['q11424'],[]
Q442192,[],[],[],[],['q5'],[]
Q124734,[],[],[],[],['q130583773'],[]
Q79791,[],[],[],[],"['q831663', 'q198', 'q13418847', 'q1827102', 'q194465']",[]
Q2442401,[],[],[],[],['q17197366'],[]
Q55960555,[],[],[],[],"['q66715801', 'q12737077']",[]
Q2079949,[],[],[],[],"['q5308013', 'q20074337', 'q12973014']",[]
Q2033662,[],[],[],[],['q12973014'],[]
Q1571843,[],['q696251'],[],[],"['q1156854', 'q1262732']",[]
Q2013906,[],[],[],[],['q55983715'],[]
Q32790,"['q142', 'q38', 'q29']",[],[],[],['q11424'],[]
Q1284887,['q30'],[],[],[],['q746549'],[]
Q272888,[],[],[],[],[],[]
Q13167710,[],[],[],[],"['q1156854', 'q64513524']",[]
Q1441983,[],[],[],[],['q1190554'],[]
Q488669,[],['q55'],[],[],"['q2085381', 'q1320047']",[]
Q44063,[],[],[],[],['q5'],[]
Q13136,[],[],[],[],['q223393'],[]
Q7307549,[],[],[],[],['q2915955'],[]
Q60172,[],['q55'],[],[],['q7278'],[]
Q3039753,[],[],[],[],[],[]
Q284739,[],[],[],[],['q2085381'],[]
Q734082,[],[],[],[],['q3305213'],[]
Q24698,[],['q928'],[],[],[],[]
Q3824815,[],['q419'],[],[],['q43229'],[]
Q70738,[],"['q36', 'q37', 'q184']",[],[],['q7278'],[]
Q2138558,[],['q183'],[],[],['q151885'],[]
Q315009,[],['q7318'],[],[],"['q327333', 'q123348127']",[]
Q107774,[],[],[],[],['q5'],[]
Q122125,[],[],[],[],['q5'],[]
Q63514,[],[],[],[],['q5'],[]
Q3424328,[],['q30'],[],[],['q11396960'],[]
Q9174,[],[],[],[],"['q110401282', 'q1914636', 'q11862829', 'q1047113', 'q11042', 'q82821']",[]
Q879177,[],[],[],[],['q110401222'],[]
Q7311355,[],[],[],[],[],[]
Q2019152,[],[],[],[],['q12909644'],[]
Q2054106,[],[],[],[],['q110401282'],[]
Q7311395,[],[],[],[],[],[]
Q3396019,[],[],[],[],['q201658'],[]
Q17027642,[],[],[],[],['q1156854'],[]
Q1520293,['q252'],['q252'],"['q2772', 'q252']",['q2717220'],['q19861951'],[]
Q85625,[],[],[],[],['q5'],[]
Q645889,[],['q30'],[],[],['q18127'],[]
Q3933322,[],[],[],[],"['q7748', 'q1149275']",[]
Q2412834,[],[],[],[],[],[]
Q674950,[],[],[],[],['q1165944'],[]
Q985488,['q148'],['q148'],[],[],['q28872924'],[]
Q786014,[],[],[],[],[],[]
Q3427953,[],[],[],[],['q12973014'],[]
Q24694,[],[],[],[],['q7188'],[]
Q7316555,[],[],[],[],[],[]
Q17051962,[],"['q1003588', 'q155']",[],[],['q82821'],[]
Q573607,[],[],[],[],[],[]
Q166816,[],[],[],[],[],[]
Q17078348,[],[],[],[],['q105756498'],[]
Q7318739,[],['q148'],[],[],[],[]
Q936371,[],[],[],[],['q16335296'],[]
Q584,[],"['q39', 'q40', 'q347', 'q183', 'q142', 'q55']","['q11925', 'q694', 'q12172', 'q12746', 'q11943', 'q11972', 'q12697', 'q12713', 'q12146', 'q1198', 'q1199', 'q985', 'q1200']",[],"['q573344', 'q1267889', 'q1009249', 'q4022']",[]
Q10360338,[],[],[],[],"['q16521', 'q152', 'q108555501']",[]
Q280656,[],['q30'],['q16567'],[],['q41176'],[]
Q545830,[],[],[],[],['q5'],[]
Q59874,[],[],[],[],['q5'],[]
Q48410,[],[],[],[],['q5'],[]
Q85907,[],[],[],[],['q5'],[]
Q126074,[],[],[],[],['q5'],[]
Q9588,[],[],[],[],['q5'],[]
Q1511,[],[],[],[],['q5'],[]
Q7330715,[],[],[],[],"['q206615', 'q5249625']",[]
Q40270,['q213'],[],[],[],['q82821'],[]
Q81243,[],['q211'],[],[],['q786820'],[]
Q352055,[],[],[],[],['q7748'],[]
Q356851,[],[],[],[],['q7748'],[]
Q694719,[],[],[],[],['q7748'],[]
Q708363,[],[],[],[],['q7748'],[]
Q25004657,[],[],[],[],[],[]
Q190804,[],['q55'],['q9899'],[],"['q17431399', 'q207694', 'q16735822', 'q11396960']",[]
Q29420,[],[],[],[],['q5'],[]
Q1296227,[],['q20'],[],[],['q378427'],[]
Q1330749,[],[],[],[],[],[]
Q922176,[],[],[],[],['q12737077'],[]
Q7334818,[],[],[],[],[],[]
Q687721,[],['q39'],[],[],"['q4830453', 'q1331793', 'q56876011', 'q6500733', 'q2085381']",[]
Q269311,[],['q39'],[],[],"['q786820', 'q4830453']",[]
Q739914,[],['q30'],['q23768'],[],"['q41176', 'q27686', 'q133215']",[]
Q182911,[],['q155'],[],[],['q220505'],[]
Q16504,[],['q29'],"['q54925', 'q54955']",[],['q4022'],[]
Q25005,['q30'],[],[],[],['q11424'],[]
Q31192474,[],[],[],[],[],[]
Q755990,[],[],[],[],['q23847174'],[]
Q1131696,[],[],[],[],['q189819'],[]
Q862992,['q184'],[],['q4415109'],[],"['q189819', 'q52997136']",['q59544']
Q1060201,[],[],[],[],[],[]
Q1978681,[],[],[],[],[],[]
Q689134,['q39'],[],[],[],"['q167270', 'q40050']",[]
Q2155432,[],['q30'],[],[],['q220505'],[]
Q2349677,[],[],[],[],"['q1047113', 'q268592', 'q12015335', 'q4671286', 'q192581']",[]
Q628165,[],[],[],[],"['q201658', 'q59825918']",[]
Q1049667,[],[],[],[],[],[]
Q3938107,[],['q244'],[],[],['q349'],[]
Q559071,['q17'],[],[],[],['q202866'],[]
Q25303529,[],['q419'],[],[],['q15275719'],[]
Q516739,[],[],[],[],['q334166'],[]
Q926,[],[],[],[],['q5'],[]
Q860465,['q21'],[],[],[],['q746549'],[]
Q64949,[],[],[],[],['q5'],[]
Q345127,[],[],[],[],['q5135578'],[]
Q55163,[],[],[],[],['q5'],[]
Q12665,[],[],[],[],['q5'],[]
Q12702,[],[],[],[],['q5'],[]
Q366956,[],[],[],[],['q5'],[]
Q47284,[],[],[],[],['q5'],[]
Q541526,[],[],[],[],['q5'],[]
Q12341,[],[],[],[],['q5'],[]
Q756238,['q30'],[],[],[],['q202866'],[]
Q253137,['q30'],[],[],[],"['q188451', 'q7777573']",[]
Q7355157,[],[],[],[],[],[]
Q573484,['q766'],[],[],[],['q188451'],[]
Q4247,[],[],[],[],['q5'],[]
Q7361255,[],[],[],[],[],[]
Q33511,['q30'],['q30'],[],[],"['q41298', 'q35127']",[]
Q474970,[],['q38'],['q58894'],['q1747689'],"['q7362268', 'q839954', 'q3363945', 'q3867560', 'q33506', 'q124830411']",['q26971668']
Q108169,[],['q237'],[],[],"['q51041800', 'q35798', 'q247979', 'q7188']",[]
Q162314,[],[],[],[],"['q1047113', 'q1756157']",[]
Q841184,[],[],[],[],['q371174'],[]
Q1054574,[],[],[],[],['q201658'],[]
Q46261,[],[],[],[],['q32880'],[]
Q744373,[],[],[],[],"['q32880', 'q1792644']",[]
Q1896616,[],[],[],[],['q32880'],[]
Q37068,[],[],[],[],"['q2198855', 'q968159', 'q3326717', 'q32880', 'q1792644']",[]
Q2183890,[],['q38'],[],[],['q220505'],[]
Q6586192,[],['q819'],[],[],['q107357104'],[]
Q355775,[],[],[],[],['q5'],[]
Q1417272,[],[],[],[],"['q862597', 'q188451', 'q89522629', 'q12119802', 'q223393']",[]
Q581884,['q33'],[],[],[],[],[]
Q361132,[],[],[],[],[],[]
Q108486096,['q17'],[],[],[],['q8274'],[]
Q36275,['q49'],[],[],[],[],[]
Q1515065,[],[],[],[],['q120061457'],[]
Q272435,[],[],[],[],['q5'],[]
Q634975,[],[],[],[],['q16521'],[]
Q62942,[],[],[],[],['q5'],[]
Q65990,[],[],[],[],['q5'],[]
Q18746,[],['q222'],['q58215361'],[],['q515'],[]
Q312617,[],[],[],[],['q5'],[]
Q2881921,[],[],[],[],['q3516833'],[]
Q1046057,[],[],[],[],['q3516833'],[]
Q7370880,[],[],[],[],[],[]
Q8060071,[],[],[],[],['q11460'],[]
Q25220272,[],[],[],[],['q349'],[]
Q13382576,[],[],[],[],['q12737077'],[]
Q151679,[],[],[],[],['q5'],[]
Q112052329,[],[],[],[],"['q28640', 'q4164871']",[]
Q13416557,[],['q172107'],[],[],[],[]
Q17146103,[],[],[],[],['q17197366'],[]
Q743381,[],['q145'],['q179351'],[],"['q1110684', 'q2085381', 'q43229']",[]
Q537736,[],['q34'],['q59091'],[],"['q748019', 'q41176', 'q1497375', 'q43229']",['q24284072']
Q2834789,[],['q29'],[],[],['q12973014'],[]
Q18737,[],['q222'],"['q236850', 'q193436', 'q13037433', 'q22008386']",[],['q515'],[]
Q250090,[],[],[],[],"['q2572794', 'q223393', 'q188451']",[]
Q882006,[],['q2415901'],[],[],['q201658'],[]
Q47401,[],[],[],[],['q214609'],[]
Q108286,[],[],[],[],['q5'],[]
Q108316686,[],[],[],[],['q107357104'],[]
Q78484,[],[],[],[],['q5'],[]
Q87972,[],[],[],[],['q5'],[]
Q64272,[],[],[],[],['q5'],[]
Q559608,[],['q183'],[],[],['q786820'],[]
Q538348,[],['q183'],['q166011'],[],['q41176'],['q17297633']
Q1240775,[],['q183'],[],[],['q868557'],[]
Q7379446,[],[],[],[],[],[]
Q7379160,[],[],[],[],['q201658'],[]
Q7379375,[],[],[],[],[],[]
Q1755128,[],[],[],[],['q32880'],[]
Q1749303,[],[],[],[],['q28640'],[]
Q105674,[],[],[],[],"['q2312410', 'q47728']",[]
Q574508,[],"['q55', 'q183', 'q35']",[],[],"['q82821', 'q1656682']",[]
Q86462,[],[],[],[],['q5'],[]
Q175185,[],[],[],[],[],[]
Q85798212,[],[],[],[],['q571'],[]
Q1401605,[],"['q34266', 'q15180']",[],[],['q968159'],[]
Q184928,[],['q34266'],[],[],"['q180684', 'q10931', 'q13418847']",[]
Q1566557,[],['q159'],[],[],['q166118'],[]
Q1048694,[],"['q159', 'q15180', 'q34266']","['q626920', 'q649']",[],"['q22806', 'q28564', 'q2319498', 'q166118']",[]
Q3536402,[],"['q159', 'q212', 'q184', 'q30', 'q211', 'q907112', 'q232']",[],[],"['q251777', 'q82821']",[]
Q4400843,[],[],[],[],[],[]
Q48795875,[],[],[],[],['q206615'],[]
Q292169,[],[],[],[],['q5'],[]
Q3453622,[],[],[],[],"['q5', 'q152']",[]
Q64474,[],[],[],[],['q5'],[]
Q514502,[],['q423'],['q18808'],[],['q4989906'],[]
Q1520535,[],['q31'],['q239'],[],"['q1047437', 'q157031', 'q166118']",[]
Q60988296,[],[],[],[],['q8274'],[]
Q1595289,[],[],[],[],[],[]
Q1413317,[],[],[],[],"['q192581', 'q43109919']",[]
Q7391585,[],[],[],[],[],[]
Q182682,[],[],[],[],"['q3001185', 'q1826286']",[]
Q7397895,[],[],[],[],"['q107357104', 'q105543609']",[]
Q16669,[],['q45'],['q274109'],[],['q4022'],[]
Q281772,[],['q114'],[],[],"['q18608583', 'q14547231']",[]
Q7398933,[],['q189'],[],[],"['q11396960', 'q10689397', 'q1762059']",[]
Q85799163,[],[],[],[],['q571'],[]
Q2064809,[],[],[],[],[],[]
Q733017,[],['q38'],['q2028'],[],"['q22669139', 'q22669139', 'q3305213']",[]
Q734774,[],['q30'],['q38022'],[],"['q3918', 'q41176', 'q23002054']",[]
Q1370881,['q17'],[],[],[],"['q63952888', 'q8274']",[]
Q3463589,[],['q142'],['q134204'],[],['q2221906'],[]
Q3395851,[],['q43'],"['q857107', 'q534799']",[],"['q866133', 'q1007870', 'q207694', 'q614316']",[]
Q9266,['q1072012'],['q1072012'],[],[],['q19861951'],[]
Q191057,[],[],[],[],"['q1387659', 'q1826286']",[]
Q5431118,[],['q30'],[],[],"['q4830453', 'q1331793', 'q891723']",[]
Q7404848,[],[],[],[],[],[]
Q36050,[],[],[],[],['q16521'],[]
Q3450786,[],[],[],[],"['q2270606', 'q9174']",[]
Q2796766,[],[],[],[],"['q55983715', 'q951964']",[]
Q1568754,['q155'],[],[],[],['q10675206'],[]
Q78648330,[],['q142'],[],[],"['q723685', 'q841645', 'q63241860']",[]
Q5364423,[],[],[],[],['q55983715'],[]
Q1880708,[],[],[],[],[],[]
Q516766,[],[],[],[],[],[]
Q858893,[],['q55'],[],[],['q2648051'],[]
Q678510,[],[],[],[],['q15995642'],[]
Q6981696,[],[],[],[],"['q9174', 'q47280']",[]
Q281521,[],['q155'],['q8678'],[],"['q7543083', 'q1180029', 'q41176']","['q45823285', 'q57201471', 'q108322938']"
Q497146,[],['q884'],['q8684'],[],"['q4989906', 'q1081138']",['q483275']
Q7410101,[],['q424'],[],[],['q45594'],[]
Q12511888,['q46652'],[],[],[],['q3172759'],[]
Q1628520,[],[],[],[],[],[]
Q626281,[],['q884'],[],[],"['q61974339', 'q12973014']",[]
Q111008220,[],[],[],[],['q63241860'],[]
Q3229035,[],['q30'],['q17042'],[],['q12973014'],[]
Q2471,[],['q805'],['q805'],[],"['q515', 'q1549591', 'q108178728']",[]
Q956444,[],[],[],[],['q1762010'],[]
Q5278,[],['q142'],['q3337'],"['q273854', 'q1747689']","['q21752084', 'q867143', 'q811979']",[]
Q1348106,[],[],[],[],['q3516833'],[]
Q1151844,[],['q17'],[],[],"['q1156854', 'q16188712']",[]
Q531789,[],['q45'],['q10376043'],[],"['q55488', 'q41176', 'q210272', 'q55485']",['q66733014']
Q24665,[],['q30'],[],[],"['q847017', 'q13393265']",[]
Q929866,[],[],[],[],['q5'],[]
Q509900,[],[],[],[],['q5'],[]
Q174,[],['q155'],['q175'],[],"['q3184121', 'q51929311', 'q1549591', 'q174844', 'q515']",[]
Q546295,[],[],[],[],['q5'],[]
Q43144,[],[],[],[],['q5'],[]
Q114667,[],[],[],[],['q5'],[]
Q172827,[],[],[],[],[],[]
Q322781,[],[],[],[],[],[]
Q3950598,['q38'],[],[],[],[],[]
Q6410362,[],[],[],[],['q206615'],[]
Q63317,[],[],[],[],['q5'],[]
Q2709,[],[],[],[],['q5'],[]
Q444559,[],[],[],[],['q5'],[]
Q3631386,[],[],[],[],['q45594'],[]
Q691960,[],[],[],[],[],[]
Q208088,[],[],[],[],['q189819'],[]
Q569235,['q30'],['q30'],[],[],"['q786820', 'q658255']",[]
Q118214022,[],[],[],[],['q5'],[]
Q89026,[],[],[],[],['q5'],[]
Q2054216,['q142'],[],[],[],['q2095'],[]
Q2227054,[],[],[],[],"['q4164871', 'q12737077']",[]
Q4120440,[],['q851'],[],[],['q1331793'],[]
Q20393433,[],['q851'],[],[],['q4551254'],[]
Q12214803,[],['q851'],[],[],['q11460'],[]
Q57036,['q33'],[],[],[],[],[]
Q95117,['q30'],[],[],[],['q1004'],[]
Q896635,[],"['q183', 'q156199']","['q1202', 'q1206', 'q1205', 'q1208', 'q54150']",[],['q2210417'],['q19413851']
Q51328,[],[],[],[],"['q15632617', 'q15773317', 'q20085850']",[]
Q376511,[],['q39'],[],[],"['q740752', 'q17377208']",[]
Q7389010,[],['q408'],[],[],['q63241860'],[]
Q539471,[],['q16957'],[],[],['q847017'],[]
Q166107,[],['q39'],[],[],"['q476028', 'q847017']",[]
Q1415022,[],[],[],[],[],[]
Q1423453,[],[],[],[],"['q3326717', 'q223393']",[]
Q7430514,[],['q408'],[],[],[],[]
Q2263701,[],[],[],[],"['q201658', 'q7777573']",[]
Q666572,[],['q39'],['q69030'],[],"['q207694', 'q1007870', 'q1497649', 'q2668072']",['q8274529']
Q66991,[],['q39'],['q237120'],[],"['q70208', 'q685309', 'q123705']",['q12127133']
Q65083733,[],[],[],[],"['q1190554', 'q13418847']",[]
Q1473981,[],[],[],[],[],[]
Q477607,[],['q183'],['q21159'],[],"['q751876', 'q33506', 'q1329623']","['q11691318', 'q85192696']"
Q2247208,['q183'],['q183'],[],[],['q19861951'],[]
Q1775755,[],[],[],[],[],[]
Q1407578,[],['q38'],[],[],"['q17362054', 'q968159']",[]
Q584084,['q142'],[],[],[],"['q968159', 'q1747829', 'q16334295']",[]
Q1367277,[],['q45'],[],[],"['q32880', 'q968159']",[]
Q16532,[],['q39'],['q12121'],[],['q8502'],[]
Q16539,[],['q39'],['q64004'],[],"['q8502', 'q207326']",[]
Q254866,[],[],[],[],"['q188451', 'q107357104']",[]
Q2252452,['q183'],[],[],[],[],[]
Q11871,[],[],[],[],"['q223393', 'q7777573']",[]
Q30429,[],['q38'],['q35077'],[],['q8502'],[]
Q366163,[],['q39'],[],[],['q740752'],[]
Q685162,['q183'],['q183'],['q64'],[],"['q61710650', 'q61710689', 'q2085381']",[]
Q165037,[],[],[],[],[],[]
Q192864,['q30'],[],[],[],"['q5633421', 'q737498', 'q41298', 'q1002697']",[]
Q588140,[],[],[],[],['q63982911'],[]
Q193626,[],[],[],[],"['q2915955', 'q1387659']",[]
Q131036,['q30'],[],[],[],"['q477544', 'q9174']",[]
Q720916,[],[],[],[],['q1004'],[]
Q766271,[],[],[],[],['q4530267'],[]
Q24623944,[],[],[],[],['q349'],[]
Q1328335,[],['q16'],[],[],['q378427'],[]
Q32521,[],['q145'],['q2379199'],[],"['q7188', 'q35798', 'q108838260', 'q327333']",[]
Q112077124,[],['q30'],[],[],['q10429667'],[]
Q1381535,[],[],[],[],['q16830339'],[]
Q28389,[],[],[],[],['q4220920'],[]
Q181319,[],[],[],[],[],[]
Q2293148,[],[],[],[],[],[]
Q7439467,[],[],[],[],[],[]
Q3578343,[],[],[],[],['q968159'],[]
Q1934690,[],[],[],[],['q746549'],[]
Q3243230,[],[],[],[],[],[]
Q834066,[],['q30'],['q23337'],[],"['q860861', 'q4989906']",[]
Q7440642,[],[],[],[],[],[]
Q1963750,[],[],[],[],[],[]
Q31549,[],[],[],[],['q5'],[]
Q16465938,[],[],[],[],['q1428660'],[]
Q556411,[],['q159'],[],[],"['q15081030', 'q786820']",[]
Q57535,[],[],[],[],['q5'],[]
Q306,[],[],[],[],['q5'],[]
Q6123113,[],[],[],[],['q6460735'],[]
Q2777255,[],[],[],[],"['q2578249', 'q7188']",[]
Q7443754,[],[],[],[],[],[]
Q3477182,[],[],[],[],"['q4164871', 'q3320743']",[]
Q4116373,[],[],[],[],[],[]
Q882788,[],['q183'],['q158064'],[],['q166118'],['q85171142']
Q2622627,[],['q170770'],[],[],"['q160598', 'q1826286']",[]
Q216920,[],[],[],[],"['q179805', 'q12909644', 'q2915955']",[]
Q5779171,[],[],[],[],['q6104047'],[]
Q2167404,[],[],[],[],['q96251375'],[]
Q7445652,[],[],[],[],[],[]
Q1415108,[],[],[],[],"['q913554', 'q87167']",[]
Q2266428,[],['q183'],[],[],['q220505'],[]
Q2309126,[],[],[],[],[],[]
Q3739522,[],[],[],[],"['q223393', 'q123512409']",[]
Q149985,[],[],[],[],[],[]
Q745301,[],['q38'],[],[],"['q2085381', 'q1320047']",[]
Q77005,[],[],[],[],['q5'],[]
